amount,_currency,entity,calendar_year,rev_type,donor,contrib_type
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46214,USD,FAO,2024,R03E,Private Sector,C06
46075,USD,UNEP,2024,R03E,Private Sector,C06
45000,USD,UNEP,2024,R03E,Private Sector,C06
44845,USD,UNEP,2024,R03E,Private Sector,C06
44490,USD,UNEP,2024,R03E,Private Sector,C06
44490,USD,UNEP,2024,R03E,Private Sector,C06
44485,USD,UNEP,2024,R03E,Private Sector,C06
44485,USD,UNEP,2024,R03E,Private Sector,C06
44485,USD,UNEP,2024,R03E,Private Sector,C06
44000,USD,UNICRI,2024,R04C,Private Sector,C06
43350,USD,UNEP,2024,R03E,Private Sector,C06
43334,USD,UNEP,2024,R03E,Private Sector,C06
40000,USD,UNITAR,2024,R03E,Private Sector,C06
38809,USD,UNRWA,2024,R03E,Private Sector,C06
37995,USD,UNEP,2024,R03E,Private Sector,C06
37909,USD,WFP,2024,R02A,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
37060,USD,UNEP,2024,R03E,Private Sector,C06
36540,USD,UNEP,2024,R03E,Private Sector,C06
35705,USD,UNEP,2024,R03E,Private Sector,C06
35000,USD,UNITAR,2024,R03E,Private Sector,C06
35000,USD,UNESCO,2024,R03E,Private Sector,C06
35000,USD,UNESCO,2024,R03E,Private Sector,C06
32086,USD,UNDP,2024,R03E,Private Sector,C06
32029,USD,UNDP,2024,R03E,Private Sector,C06
31454,USD,WFP,2024,R03E,Private Sector,C06
31090,USD,UNEP,2024,R03E,Private Sector,C06
30755,USD,UNEP,2024,R03E,Private Sector,C06
29740,USD,UNEP,2024,R03E,Private Sector,C06
29545,USD,UNEP,2024,R03E,Private Sector,C06
29442,USD,FAO,2024,R03E,Private Sector,C06
28815,USD,UNEP,2024,R03E,Private Sector,C06
28127,USD,UNDP,2024,R03E,Private Sector,C06
27670,USD,UNEP,2024,R03E,Private Sector,C06
27670,USD,UNEP,2024,R03E,Private Sector,C06
27368,USD,WFP,2024,R02A,Private Sector,C06
27225,USD,WFP,2024,R03E,Private Sector,C06
26058,USD,WFP,2024,R02A,Private Sector,C06
26000,USD,WFP,2024,R03F,Private Sector,C06
26000,USD,UNODC,2024,R04C,Private Sector,C06
25965,USD,UNEP,2024,R03E,Private Sector,C06
25720,USD,UNEP,2024,R03E,Private Sector,C06
25720,USD,UNEP,2024,R03E,Private Sector,C06
25000,USD,UN,2024,R03E,Private Sector,C06
24921,USD,UNDP,2024,R04C,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24870,USD,UNEP,2024,R03E,Private Sector,C06
24345,USD,UNEP,2024,R03E,Private Sector,C06
24345,USD,UNEP,2024,R03E,Private Sector,C06
24345,USD,UNEP,2024,R03E,Private Sector,C06
24155,USD,UNEP,2024,R03E,Private Sector,C06
24150,USD,FAO,2024,R03E,Private Sector,C06
24021,USD,UNHABITAT,2024,R02A,Private Sector,C06
23868,USD,UNEP,2024,R03E,Private Sector,C06
23270,USD,UNEP,2024,R03E,Private Sector,C06
23115,USD,UNEP,2024,R03E,Private Sector,C06
23115,USD,UNEP,2024,R03E,Private Sector,C06
23115,USD,UNEP,2024,R03E,Private Sector,C06
23115,USD,UNEP,2024,R03E,Private Sector,C06
23115,USD,UNEP,2024,R03E,Private Sector,C06
23115,USD,UNEP,2024,R03E,Private Sector,C06
23115,USD,UNEP,2024,R03E,Private Sector,C06
23115,USD,UNEP,2024,R03E,Private Sector,C06
22245,USD,UNEP,2024,R03E,Private Sector,C06
22000,USD,UNODC,2024,R04C,Private Sector,C06
21882,USD,UNEP,2024,R03E,Private Sector,C06
21665,USD,UNEP,2024,R03E,Private Sector,C06
21410,USD,UNEP,2024,R03E,Private Sector,C06
21135,USD,UNEP,2024,R03E,Private Sector,C06
20789,USD,FAO,2024,R03E,Private Sector,C06
20385,USD,UNEP,2024,R03E,Private Sector,C06
20320,USD,UNEP,2024,R03E,Private Sector,C06
20000,USD,UNITAR,2024,R03E,Private Sector,C06
20000,USD,UNESCO,2024,R03E,Private Sector,C06
19144,USD,UNEP,2024,R03E,Private Sector,C06
19000,USD,UNEP,2024,R03E,Private Sector,C06
18960,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18585,USD,UNEP,2024,R03E,Private Sector,C06
18530,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
18490,USD,UNEP,2024,R03E,Private Sector,C06
17672,USD,UNESCO,2024,R03E,Private Sector,C06
17328,USD,UNEP,2024,R03E,Private Sector,C06
16476.04,USD,IARC,2024,R02A,Private Sector,C06
16340,USD,UNDP,2024,R03E,Private Sector,C06
16340,USD,UNDP,2024,R03E,Private Sector,C06
16144,USD,FAO,2024,R03E,Private Sector,C06
16130.21,USD,ICC,2024,R03E,Private Sector,C06
15650,USD,UNEP,2024,R03E,Private Sector,C06
15310,USD,UNEP,2024,R03E,Private Sector,C06
15305,USD,UNEP,2024,R03E,Private Sector,C06
15000,USD,UNDP,2024,R03E,Private Sector,C06
15000,USD,WHO,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14870,USD,UNEP,2024,R03E,Private Sector,C06
14759,USD,UN-UNIDIR,2024,R03E,Private Sector,C06
14567,USD,FAO,2024,R03E,Private Sector,C06
14225,USD,UNEP,2024,R03E,Private Sector,C06
13898,USD,UNDP,2024,R04C,Private Sector,C06
13325,USD,UNITAR,2024,R03E,Private Sector,C06
12945,USD,UNEP,2024,R03E,Private Sector,C06
12738,USD,UNDP,2024,R04C,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12435,USD,UNEP,2024,R03E,Private Sector,C06
12373,USD,WFP,2024,R03E,Private Sector,C06
12020,USD,UNEP,2024,R03E,Private Sector,C06
12000,USD,UNU,2024,R04C,Private Sector,C06
12000,USD,UNU,2024,R04C,Private Sector,C06
11745,USD,UNEP,2024,R03E,Private Sector,C06
11695,USD,UNEP,2024,R03E,Private Sector,C06
11560,USD,UNEP,2024,R03E,Private Sector,C06
11525,USD,UNDP,2024,R04C,Private Sector,C06
11475,USD,UNEP,2024,R03E,Private Sector,C06
11000,USD,UNODC,2024,R04C,Private Sector,C06
10834,USD,UNEP,2024,R03E,Private Sector,C06
10766,USD,FAO,2024,R03E,Private Sector,C06
10766,USD,FAO,2024,R03E,Private Sector,C06
10766,USD,FAO,2024,R03E,Private Sector,C06
10737,USD,UNEP,2024,R03E,Private Sector,C06
10713,USD,UN-UNRISD,2024,R04C,Private Sector,C06
10570,USD,FAO,2024,R03E,Private Sector,C06
10540,USD,UNEP,2024,R03E,Private Sector,C06
10540,USD,UNEP,2024,R03E,Private Sector,C06
10540,USD,UNEP,2024,R03E,Private Sector,C06
10471,USD,FAO,2024,R03E,Private Sector,C06
10275,USD,UNEP,2024,R03E,Private Sector,C06
10117,USD,UNDP,2024,R04C,Private Sector,C06
10010,USD,UNEP,2024,R03E,Private Sector,C06
10010,USD,UNEP,2024,R03E,Private Sector,C06
10000,USD,UNODC,2024,R04C,Private Sector,C06
10000,USD,UNESCO,2024,R03E,Private Sector,C06
9986,USD,UNU,2024,R02A,Private Sector,C06
9980,USD,UNITAR,2024,R03E,Private Sector,C06
9735,USD,UNEP,2024,R03E,Private Sector,C06
9635,USD,UNEP,2024,R03E,Private Sector,C06
9576,USD,UNDP,2024,R04C,Private Sector,C06
9295,USD,UNEP,2024,R03E,Private Sector,C06
9245,USD,UNEP,2024,R03E,Private Sector,C06
9245,USD,UNEP,2024,R03E,Private Sector,C06
9245,USD,UNEP,2024,R03E,Private Sector,C06
9245,USD,UNEP,2024,R03E,Private Sector,C06
9245,USD,UNEP,2024,R03E,Private Sector,C06
9135,USD,UNEP,2024,R03E,Private Sector,C06
8983,USD,UNDP,2024,R03E,Private Sector,C06
8667,USD,UNU,2024,R04C,Private Sector,C06
8504,USD,UNDP,2024,R03E,Private Sector,C06
8365,USD,UNEP,2024,R03E,Private Sector,C06
8285,USD,UNEP,2024,R03E,Private Sector,C06
8085,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8005,USD,UNEP,2024,R03E,Private Sector,C06
8000,USD,UNU,2024,R04C,Private Sector,C06
8000,USD,UNU,2024,R04C,Private Sector,C06
8000,USD,UNODC,2024,R03E,Private Sector,C06
7443,USD,FAO,2024,R03E,Private Sector,C06
7435,USD,UNEP,2024,R03E,Private Sector,C06
7200,USD,UN-DPO,2024,R04C,Private Sector,C06
7020,USD,UNEP,2024,R03E,Private Sector,C06
7014,USD,UNESCO,2024,R03E,Private Sector,C06
7000,USD,UNDP,2024,R03E,Private Sector,C06
6667,USD,UNU,2024,R04C,Private Sector,C06
6667,USD,UNU,2024,R04C,Private Sector,C06
6540,USD,UNESCO,2024,R03E,Private Sector,C06
6450,USD,UNEP,2024,R03E,Private Sector,C06
6220,USD,UNEP,2024,R03E,Private Sector,C06
6220,USD,UNEP,2024,R03E,Private Sector,C06
6220,USD,UNEP,2024,R03E,Private Sector,C06
6220,USD,UNEP,2024,R03E,Private Sector,C06
6220,USD,UNEP,2024,R03E,Private Sector,C06
6220,USD,UNEP,2024,R03E,Private Sector,C06
6220,USD,UNEP,2024,R03E,Private Sector,C06
5700,USD,UNEP,2024,R03E,Private Sector,C06
5700,USD,UNEP,2024,R03E,Private Sector,C06
5700,USD,UNEP,2024,R03E,Private Sector,C06
5700,USD,UNEP,2024,R03E,Private Sector,C06
5700,USD,UNEP,2024,R03E,Private Sector,C06
5435,USD,UNEP,2024,R03E,Private Sector,C06
5435,USD,UNEP,2024,R03E,Private Sector,C06
5435,USD,UNEP,2024,R03E,Private Sector,C06
5417,USD,UNESCO,2024,R03E,Private Sector,C06
5388,USD,FAO,2024,R03E,Private Sector,C06
5388,USD,FAO,2024,R03E,Private Sector,C06
5388,USD,FAO,2024,R03E,Private Sector,C06
5388,USD,FAO,2024,R03E,Private Sector,C06
5388,USD,FAO,2024,R03E,Private Sector,C06
5388,USD,FAO,2024,R03E,Private Sector,C06
5348,USD,FAO,2024,R03E,Private Sector,C06
5274,USD,UNESCO,2024,R03E,Private Sector,C06
5250,USD,UNEP,2024,R03E,Private Sector,C06
5100,USD,UNEP,2024,R03E,Private Sector,C06
5044,USD,UNRWA,2024,R03E,Private Sector,C06
5005,USD,UNEP,2024,R03E,Private Sector,C06
4900,USD,UNEP,2024,R03E,Private Sector,C06
4900,USD,UNEP,2024,R03E,Private Sector,C06
4900,USD,UNEP,2024,R03E,Private Sector,C06
4900,USD,UNEP,2024,R03E,Private Sector,C06
4900,USD,UNEP,2024,R03E,Private Sector,C06
4900,USD,UNEP,2024,R03E,Private Sector,C06
4900,USD,UNEP,2024,R03E,Private Sector,C06
4900,USD,UNEP,2024,R03E,Private Sector,C06
4900,USD,UNEP,2024,R03E,Private Sector,C06
4900,USD,UNEP,2024,R03E,Private Sector,C06
4900,USD,UNEP,2024,R03E,Private Sector,C06
4900,USD,UNEP,2024,R03E,Private Sector,C06
4820,USD,UNEP,2024,R03E,Private Sector,C06
4485,USD,UNEP,2024,R03E,Private Sector,C06
4375,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4350,USD,UNEP,2024,R03E,Private Sector,C06
4205,USD,UNEP,2024,R03E,Private Sector,C06
4120,USD,UNEP,2024,R03E,Private Sector,C06
4115,USD,UNEP,2024,R03E,Private Sector,C06
4024,USD,UNDP,2024,R04C,Private Sector,C06
4005,USD,UNEP,2024,R03E,Private Sector,C06
4005,USD,UNEP,2024,R03E,Private Sector,C06
4002,USD,UNEP,2024,R03E,Private Sector,C06
4000,USD,UNU,2024,R04C,Private Sector,C06
4000,USD,UNU,2024,R04C,Private Sector,C06
4000,USD,UNU,2024,R04C,Private Sector,C06
4000,USD,UNU,2024,R04C,Private Sector,C06
3930,USD,UNEP,2024,R03E,Private Sector,C06
3845.83,USD,UN Tourism,2024,R03F,Private Sector,C06
3750,USD,UNEP,2024,R03E,Private Sector,C06
3632,USD,UNDP,2024,R04C,Private Sector,C06
3585,USD,UNEP,2024,R03E,Private Sector,C06
3585,USD,UNEP,2024,R03E,Private Sector,C06
3310,USD,UNEP,2024,R03E,Private Sector,C06
3180,USD,UNEP,2024,R03E,Private Sector,C06
3135.92,USD,ICAO,2024,R04C,Private Sector,C06
3090,USD,UNEP,2024,R03E,Private Sector,C06
3090,USD,UNEP,2024,R03E,Private Sector,C06
2990,USD,UNEP,2024,R03E,Private Sector,C06
2990,USD,UNEP,2024,R03E,Private Sector,C06
2990,USD,UNEP,2024,R03E,Private Sector,C06
2990,USD,UNEP,2024,R03E,Private Sector,C06
2990,USD,UNEP,2024,R03E,Private Sector,C06
2990,USD,UNEP,2024,R03E,Private Sector,C06
2990,USD,UNEP,2024,R03E,Private Sector,C06
2990,USD,UNEP,2024,R03E,Private Sector,C06
2990,USD,UNEP,2024,R03E,Private Sector,C06
2990,USD,UNEP,2024,R03E,Private Sector,C06
2450,USD,UNEP,2024,R03E,Private Sector,C06
2450,USD,UNEP,2024,R03E,Private Sector,C06
2450,USD,UNEP,2024,R03E,Private Sector,C06
2222,USD,UNDP,2024,R04C,Private Sector,C06
2197.92,USD,UN Tourism,2024,R04C,Private Sector,C06
2175,USD,UNEP,2024,R03E,Private Sector,C06
2085,USD,UNEP,2024,R03E,Private Sector,C06
2061,USD,UNDP,2024,R04C,Private Sector,C06
2000,USD,UNICEF,2024,R03B,Private Sector,C06
2000,USD,UNESCO,2024,R03E,Private Sector,C06
1651,USD,UNDP,2024,R04C,Private Sector,C02
1644,USD,UN-UNIDIR,2024,R04C,Private Sector,C06
1495,USD,UNEP,2024,R03E,Private Sector,C06
1401,USD,UNESCO,2024,R03E,Private Sector,C06
1354,USD,FAO,2024,R03E,Private Sector,C02
1354,USD,FAO,2024,R03E,Private Sector,C06
1354,USD,FAO,2024,R03E,Private Sector,C06
1319,USD,UNDP,2024,R04C,Private Sector,C06
1303,USD,UNU,2024,R04C,Private Sector,C06
1080,USD,UNDP,2024,R04C,Private Sector,C06
1000,USD,UNU,2024,R04C,Private Sector,C06
893,USD,UNDP,2024,R04C,Private Sector,C06
805,USD,WFP,2024,R03E,Private Sector,C06
772,USD,FAO,2024,R03E,Private Sector,C06
688,USD,UNDP,2024,R02A,Private Sector,C06
688,USD,UNESCO,2024,R03E,Private Sector,C06
679,USD,FAO,2024,R03E,Private Sector,C06
665,USD,UNDP,2024,R04C,Private Sector,C06
645,USD,UNEP,2024,R03E,Private Sector,C06
609,USD,UNDP,2024,R04C,Private Sector,C05
520,USD,UNESCO,2024,R03E,Private Sector,C06
383,USD,UNFPA,2024,R03D,Private Sector,C06
